"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01"
"East Arlington","Jacksonville","FL","Jacksonville","Duval",349,,,,,,,,,,,,,,,,1297.5,1250,1272.5,1250,1250,1200,1195,1195,1200,1225,1250,1250,1275,1300,1300,1295,1250,1265,1300,1300,1255,1285,1285,1250,1300,1392.5,1395,1362.5,1425,1375,1425,1397.5,1400,1362.5,1375,1350,1400,1400,1450,1425,1405,1400,1400,1350,1375,1397.5,1330,1400,1400,1450,1460,1420,1395,1397,1395,1425,1450,1397.5,1450,1495,1545,1325,1400,1362.5,1440,1495,1385,1447.5,1495,1500,1562.5,1500,1550,1540,1550,1600,1595,1495,1550,1497.5,1495
"Noe Valley","San Francisco","CA","San Francisco","San Francisco",350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5350,5750,5750,5700,5050,5125,5750,5995,5872.5,5495,4900,5200
"Charlestown","Boston","MA","Boston","Suffolk",351,,,,,,,,,,,,,,,,2527.5,2560,2555,2520,2650,2800,2800,2855,2855,2800,2800,2445,2675,2800,2600,2545,2600,2800,2750,2800,2800,2795,2877.5,2984,2867,2800,2820,2750,2775,2715,2500,2550,2900,2744,2715,2700,2650,2812.5,2774,2550,2500,2650,2600,2600,2600,2550,2600,2790,2800,2800,2600,2600,2650,2650,2699.5,2862.5,2825,2790,2800,2800,2700,2700,2900,2875,2799,2800,2850,2950,3000,3000,2900,2900,3000,2800,3050,3000,2900,2774,2600,2800,2900
"Beach Haven","Jacksonville","FL","Jacksonville","Duval",352,,,,,,,,,,,,1095,1100,1095,1122.5,1025,1025,1095,1010,1000,1000,975,995,950,1075,1050,1050,1025,1025,1050,1172.5,1096,1105,995,950,1025,1080,1150,1125,1125,1175,1100,1150,1100,1150,1195,1195,1195,1200,1195,1200,1200,1250,1237.5,1250,1200,1195,1195,1250,1195,1195,1195,1200,1212.5,1275,1250,1200,1207.5,1205,1250,1250,1250,1297.5,1250,1250,1300,1197.5,1275,1295,1362.5,1200,1362.5,1275,1297.5,1295,1250,1300,1337.5,1300,1300,1297,1250,1300,1350,1299,1297.5
"Metro West","Orlando","FL","Orlando","Orange",353,,,,,,,,,,,,800,850,895,950,850,875,892.5,900,875,895,950,875,900,895,900,957,950,950,991,995,900,950,895,900,900,900,900,912,900,900,900,925,955,950,930,925,900,950,950,950,950,950,950,997.5,950,937.5,950,995,997,995,1025,1050,1050,1025,1050,1095,1162.5,1150,1150,1125,1100,1100,1100,1125,1000,1150,1150,1150,1150,1125,1200,1200,1177.5,1200,1250,1295,1212.5,1250,1275,1250,1250,1250,1250,1250,1300
"Bluffview","Dallas","TX","Dallas-Fort Worth","Dallas",354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822.5,1750,1999,1887.5,1950,2197.5,2000,1947.5,1895,1895,1950,2200
"Adams Morgan","Washington","DC","Washington","District of Columbia",355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2750,2750,2800,2700,2850,2850,2705,2600,2600,2575,2400,2295
"Midtown","Atlanta","GA","Atlanta","Fulton",356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1750,1675,1600,1700,1800,1800,1995,1825,1950,1800,1750,1700,1700,1950,2000,1997.5,1940,1950,2000,2150,1950,1925,1950,1965,1862.5,1850,1800,1940,2000,1950,1900,1797.5,1887.5,1925,2000,1900,1850,1762.5,1800,1850,1995,1995,2000,2000,1950,1862.5,1950,2025,2000,2000
"University Place","Houston","TX","Houston","Harris",357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2325,2000,2000,1872.5,1972.5,1825,1850,1825,1825,1900,2000,1800
"Hollywood Lakes","Hollywood","FL","Miami-Fort Lauderdale","Broward",358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,1995,2200,2200,2150,2000,2087,2200,2125,2150,2087.5,2200,2250,2350,2350,2300,2200,2250,2300,2300,2295,2300,2200,2100,2000,2000,2050,2225,2395,2200,2200,2200,2125,2300,2300,2425,2450,2300,2400,2400,2495,2497.5,2395,2400,2300,2300,2300,2400,2300,2300,2400,2425,2400,2300,2300,2300,2200,2287,2274,2269.5,2292,2300,2400
"Seatack","Virginia Beach","VA","Virginia Beach","Virginia Beach City",359,,,,,,,,,,,,,1225,1222.5,1250,1190,1200,1295,1395,1372.5,1400,1495,1395,1425,1425,1300,1325,1395,1395,1497.5,1500,1400,1300,1350,1372.5,1350,1300,1300,1300,1295,1200,1250,1275,1300,1300,1325,1300,1312.5,1325,1300,1300,1250,1200,1295,1325,1300,1300,1200,1200,1295,1295,1312.5,1300,1375,1350,1300,1375,1395,1437.5,1425,1400,1325,1300,1300,1362.5,1400,1395,1295,1395,1400,1300,1300,1400,1435,1395,1400,1350,1450,1600,1500,1500,1500,1437.5,1450,1425,1500
"Greenwood","Seattle","WA","Seattle","King",360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2347.5,2447.5,2500,2695,2495,2450,2282.5,2250,2295,2247.5,2300
"Tribeca","New York","NY","New York","New York",361,,,,,,,,,,,,,,,5750,6000,6747.5,6450,6397.5,6950,6800,5670,5500,5670,5500,5070,5000,4797.5,5372.5,5395,5400,5400,5250,4950,5000,5000,5000,5000,5195,5100,5200,5137.5,5000,5195,5400,5722.5,5500,5500,5595,5895,6000,5900,5850,5600,5772.5,5595,5645,5500,5695,6000,5595,6000,6000,6000,5897.5,5847.5,5722.5,5595,5500,5500,5500,5772.5,5900,5772.5,5597.5,5595,5495,5495,5695,5495,5500,5500,5400,5895,5997.5,6000,5997.5,6234,6095,6275,5772.5,5772.5,5695,5595,5645,5695
"Logan Circle","Washington","DC","Washington","District of Columbia",362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2500,2725,2800,2825,2650,2925,3247.5,3080,2984,2805.5,2950,3100,2995,2900,3000,2800,2975,2900,2905,2910,2800,2800,2950,3175,3000,3000,2850,2820,2750,2775,2800,2750,2850,2862.5,2880,2900,2900,2900,2930,2940,2900,2840,2910,2940,2875,2800,2850,2850,2950,2850,2905,2920,2945,2750,2800,2850,2775,2695,2900,2900,2895,2889,2900,2850,2800,2975,2962.5
"Kenmore","Boston","MA","Boston","Suffolk",363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2799,3025,3000,3084,3000,2994,2813.5,2769,2800,2750,2700,2550,2572.5,2600,2844.5,2794,2995,2844.5,2800,2700,2600,2839,2839,2747,2722,2700,2927,3078,3096,2850,2745,2800,2800,2678.5,2700,2700,2758,2900,2972.5,3000,3100,3009.5,3000,2850,2839,3100,2800,3000,2839,3000,3200,3171,3042,3200,3100,3000,2972.5,2650,2600,2600,2781,2900,3098,3100,3200,3100
"Chimney Lakes","Jacksonville","FL","Jacksonville","Duval",364,,,,,,,,,,,,,,,,,1150,1125,1150,1200,1125,1100,1075,1095,1095,1097.5,1100,1100,1150,1100,1100,1145,1100,1100,1100,1097.5,1100,1100,1150,1175,1150,1146,1150,1150,1150,1100,1150,1175,1175,1195,1195,1175,1175,1150,1185,1175,1150,1150,1150,1137.5,1150,1150,1150,1175,1195,1195,1190,1199,1175,1195,1185,1195,1227.5,1225,1250,1197.5,1275,1200,1209,1250,1275,1200,1250,1250,1250,1257.5,1285,1309,1325,1317,1297.5,1325,1325,1325,1350,1377
"Park Manor","Chicago","IL","Chicago","Cook",365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075,1050,1050,1050,1050,1100,1100,1100,1150,1150,1100,1150,1150
"Ala Moana-Kakaako","Honolulu","HI","Urban Honolulu","Honolulu",366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2750,2950,3000,2895,2950,3000,3100,3200,3300,3000,3000,3000,3100,3200,3100,3000
"Macgregor","Houston","TX","Houston","Harris",367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670,1600,1600,1695,1800,1553,1682.5,1553,1670,1650,1650,1670,1700,1633,1699.5,1650,1600,1623,1628,1695,1774
"Citizens Southwest","Jackson","MS","Jackson","Hinds",368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.5,750,775,750,750,750,750,775,750,750,750,750,725
"Spuyten Duyvil","New York","NY","New York","Bronx",369,,,,,,,,,,,,,,,,,,,1950,1950,1870,2100,1900,1800,1850,1800,1800,1800,1900,1850,1900,1910,2000,2100,2100,2075,2075,2020,2075,2025,2100,2100,2087.5,2150,2100,2000,1975,1987.5,2125,2125,2075,2250,2100,2100,2150,2100,2200,2150,2195,2200,2225,2200,2200,2300,2425,2450,2650,2462.5,2462.5,2350,2300,2262.5,2375,2300,2100,2100,2100,2225,2300,2200,2075,2000,2275,2200,1975,2025,2100,2225,2395,2375,2200,2200,2200,2200,2200,2225
"Wynwood - Edgewater","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",370,,,,,,,,1750,1725,1800,1775,1645,1600,1600,1600,1600,1650,1650,1650,1650,1800,1800,1800,1800,1900,1950,1950,1990,2100,2100,2100,2100,2099.5,2000,2100,2150,2200,2197.5,2100,2100,2100,2100,2180,2200,2150,2100,2100,2050,2000,2000,2000,2125,2200,2187.5,2175,2100,2200,2197,2100,2100,2100,2187.5,2300,2300,2400,2400,2400,2425,2400,2500,2500,2500,2500,2550,2500,2450,2350,2300,2400,2300,2400,2350,2250,2300,2300,2400,2400,2350,2400,2362.5,2400,2400,2400,2400,2400,2475
"University Village - Little Italy","Chicago","IL","Chicago","Cook",371,,,,,,,,,,,,,1631.5,1600,1613,1900,1900,1775,1800,1862.5,1850,1700,1756,1700,1750,1700,1700,1800,1800,1800,1700,1800,1750,1750,1500,1500,1477,1625,1650,1522,1575,1522,1501,1501,1700,1800,1800,1800,1800,1800,1810,1990,1900,1850,2025,2048,2002.5,2000,2000,1800,1750,1800,1800,1875,1997.5,2000,2100,1974.5,1925,1950,1950,1987.5,2000,1987.5,2023,1900,2000,2000,2000,1875,1862.5,1627.5,1800,2000,2100,2050,2000,2000,2100,2100,2125,2100,2023,2050,2000,2000
"El Camino Real","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,2900,3147.5,3195,3450,2850,2995,2999,2950,2890,2847.5,2925
"Gold Coast","Chicago","IL","Chicago","Cook",373,,,,,,,,,,,,,,,,,,,,1958,1899.5,1599.5,1595,1598.5,1729,1707.5,1692,1650,1750,1704.5,1915.5,1850,1782,1743,1700,1800,1751,1650,1697,1652.5,1650,1646,1638,1636,1655,1625,1626,1625,1637,1685,1723,1700,1694,1694,1700,1723,1697,1700,1694,1694,1672,1700,1711,1703.5,1750,1719,1711,1700,1700,1700,1737.5,1700,1697,1700,1800,1703.5,1700,1700,1700,1675,1694,1676,1662.5,1694,1750,1800,1723,1795,1750,1750,1700,1700,1719,1700,1700,1700
"Belair-Edison","Baltimore","MD","Baltimore","Baltimore City",374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1250,1300,1300,1300,1350,1300,1250,1200,1250,1250,1275,1250,1250,1200,1250,1300,1300,1300,1275,1290,1250,1250,1300,1250,1300,1300,1300,1225,1200,1200,1275,1287.5,1300,1300,1250,1250,1250,1250,1250,1275,1300,1300,1300,1299.5,1275,1300,1275,1200
"Sun Lakes","Chandler","AZ","Phoenix","Maricopa",375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1592.5,1622.5,1500,1700,1700,1700,1700,1650,1650,1675,1712.5,1675
"Green Valley Ranch","Henderson","NV","Las Vegas","Clark",376,,,,,,,,,,,,,,,,,,,,,,,,1410,1350,1350,1495,1500,1472.5,1450,1450,1572.5,1550,1597.5,1497.5,1497.5,1450,1450,1495,1495,1500,1600,1550,1500,1495,1495,1500,1500,1600,1600,1537.5,1550,1600,1550,1575,1599,1575,1585,1540,1540,1600,1690,1600,1650,1597.5,1612.5,1650,1600,1595,1595,1595,1600,1595,1600,1695,1600,1695,1550,1670,1550,1600,1595,1695,1500,1500,1595,1599.5,1600,1625,1795,1750,1712.5,1695,1700,1695,1695
"Central West End","Saint Louis","MO","St. Louis","Saint Louis City",377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1700,1700,1697.5,1695,1595,1595,1595,1595,1500,1595,1750
"Rita Ranch","Tucson","AZ","Tucson","Pima",378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175,1100,1195,1200,1165,1197.5,1200,1200,1200,1205,1250,1200,1195,1195,1195
"Fishtown","Philadelphia","PA","Philadelphia","Philadelphia",379,,,,,,,,,,,,,,,,,,,,,1595,1495,1500,1425,1472.5,1450,1550,1500,1485,1495,1495,1500,1500,1600,1500,1450,1497.5,1495,1495,1490,1597.5,1500,1495,1395,1450,1400,1400,1497.5,1500,1500,1600,1797.5,1800,1800,1850,1715,1680,1595,1500,1500,1600,1500,1600,1697.5,1700,1700,1700,1675,1600,1550,1600,1600,1550,1675,1800,1650,1600,1650,1747.5,1600,1600,1695,1600,1650,1650,1700,1750,1700,1700,1699,1700,1700,1695,1625,1600,1612.5
"Squirrel Hill South","Pittsburgh","PA","Pittsburgh","Allegheny",380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612.5,1612.5,1750,1750,1600,1550,1610,1725,1750,1697.5,1700,1600,1750
"Villages of Palm Beach Lakes","West Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",381,,,,,,,,,,,,,1012.5,1025,1025,1000,1000,1000,1000,1050,1000,1050,1000,999.5,1100,1050,1085,1050,1050,1075,1100,1075,1050,1050,1090,1000,1000,1000,1050,1100,1100,1125,1175,1185,1200,1195,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1250,1250,1200,1225,1250,1250,1250,1270,1250,1300,1350,1350,1295,1275,1300,1250,1300,1300,1250,1250,1290,1350,1362.5,1325,1350,1350,1300,1350,1350,1350,1350,1350,1300
"Tudor City","New York","NY","New York","New York",382,,,,,,,,,,,,,,,,,,,,,,,,,,3095,3000,3000,3095,3000,3000,3050,3000,3000,2995,2900,2895,2995,2995,2999,3000,3000,3000,3100,3495,3400,3400,3437.5,3400,3300,3300,3300,3300,3350,3400,3500,3500,3487.5,3400,3300,3295,3250,3295,3400,3400,3450,3450,3403,3400,3495,3450,3400,3400,3375,3297.5,3300,3350,3241,3297.5,3200,3200,3300,3210,3400,3400,3437.5,3487.5,3500,3500,3450,3350,3400,3400,3400,3440,3350
"Capitol Hill","Denver","CO","Denver","Denver",383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605,1400,1500,1580,1525,1650,1650,1595,1632.5,1600,1650,1650,1625,1450
"Southeast Raleigh","Raleigh","NC","Raleigh","Wake",384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325,1295,1295,1295,1322.5,1347,1325,1325,1300,1300,1295,1295,1297.5
"Battery Park","New York","NY","New York","New York",385,,,,,,,,,,,,,3075,3200,3450,3400,3625,3795,3897.5,3697.5,3500,3625,3650,3715,3700,3675,3675,3850,4000,4175,4197.5,4250,4200,4150,3795,3650,3695,3685,3645,3850,3750,3800,3815,4000,3895,3657.5,3575,3610,3600,3597.5,3597.5,3897.5,4047.5,4145,4000,4110,3917.5,3995,3935,3950,3850,3800,3850,3850,3895,3895,3985,4097.5,4000,4295,4225,4000,4150,4000,4250,4095,4200,3917.5,4000,4225,4197.5,3995,4047.5,3850,3772.5,3700,3745,3895,4000,4000,4000,4145,4272.5,4095,4250,4200
"West University","Austin","TX","Austin","Travis",386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1650,1650,1600,1550,1500,1495,1400,1500,1650,1750,1695,1750
"Playa Del Rey","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3485,3850,3995,4499,4175,4347.5,4100,3497.5,3475,3500,3500,3500,3725,3700
"Pioneer Park","Las Vegas","NV","Las Vegas","Clark",388,,,,,,,,,,,,,,,950,950,950,950,950,950,939.5,900,925,925,925,950,900,900,900,900,900,895,900,900,950,937.5,900,899.5,950,950,912.5,900,950,950,950,950,982.5,990,950,950,950,1000,960,950,990,995,995,1000,1000,980,950,995,950,975,975,995,962.5,975,962.5,950,950,950,1050,995,975,1062.5,999.5,995,975,1000,1075,1072.5,1000,1050,1060,1095,1125,1150,1137.5,1125,1100,1125,1125,1100,1155,1175
"Dupont Circle","Washington","DC","Washington","District of Columbia",389,,,,,,,,,,,,,,,,,,,,,,,,,,2650,2200,2500,2650,2300,2200,2475,2300,2300,2475,2462.5,2487.5,2500,2549,2500,2500,2510,2412.5,2325,2725,2970,2500,2510,2600,2600,2600,2550,2337.5,2475,2595,2535,2500,2475,2350,2250,2375,2550,2450,2400,2380,2310,2325,2450,2455,2547.5,2550,2500,2500,2500,2550,2550,2400,2700,2500,2500,2300,2550,2695,2375,2449.5,2325,2650,2600,2550,2550,2500,2500,2492.5,2570,2550,2500
"Gandy-Sun Bay South","Tampa","FL","Tampa","Hillsborough",390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525,1600,1695,1597.5,1672.5,1837.5,1600,1675,1662.5,1685,1700,1850,1800,1700,1695,1650,1600,1700,1700
"Sarasota Springs","Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota",391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425,1435,1595,1500,1362.5,1412.5,1362.5,1462.5,1562.5,1550,1500,1570,1512.5
"Northwest","Portland","OR","Portland","Multnomah",392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.5,1995,1720,2024.5,2300,2100,2047.5,1850,1922.5,1995,1950,1962.5,1922.5
"Near West Side","Chicago","IL","Chicago","Cook",393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2089.5,2195,2200,2250,2400,2300,2400,2299.5,2300,2200,2200,2112.5,2200
"North Gateway","Phoenix","AZ","Phoenix","Maricopa",394,,,,,,,,,,,,,,,1600,1597.5,1600,1595,1550,1550,1660,1695,1590,1595,1500,1500,1550,1600,1599.5,1585,1512.5,1395,1400,1475,1497.5,1550,1550,1500,1450,1495,1472.5,1450,1400,1395,1400,1450,1462.5,1495,1500,1500,1550,1595,1562.5,1650,1590,1500,1500,1495,1524.5,1597,1650,1675,1650,1650,1650,1575,1600,1537.5,1499.5,1500,1600,1585,1575,1550,1595,1500,1550,1600,1629,1700,1500,1600,1550,1700,1800,1700,1725,1850,1850,1872.5,1695,1650,1700,1599,1572.5,1637.5
"Hillcrest","San Diego","CA","San Diego","San Diego",395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2400,2385,2300,2400,2395,2395,2350,2445,2395,2400,2470,2475,2395
"Hampden South","Denver","CO","Denver","Denver",396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1495,1463.5,1497.5,1650,1500,1695,1672.5,1500,1600,1750,1750,1775
"Buckroe","Hampton","VA","Virginia Beach","Hampton City",397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,1100,1100,1100,1100,1100,1100,997.5,1000,995,1037.5,1025,1025
"Beverly Glen","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10500,11400,11000,10000,10735,10000,9500,10000,9475,9650,10500,9999.5
"Alamo Farmsteads-Babcock Road","San Antonio","TX","San Antonio","Bexar",399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195,1107.5,1300,1362.5,1362.5,1350,1375,1295,1195,1250,1225,1225
"Shadyside","Pittsburgh","PA","Pittsburgh","Allegheny",400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,1795,1885,1997.5,1900,1875,1850,1862.5,1875,2100,1935,1995
"West Oak Hill","Austin","TX","Austin","Travis",401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1675,1795,1995,2050,2095,2125,2072.5,1950,2000,1945,1945,1850
"Lincoln Park","Chicago","IL","Chicago","Cook",402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745,1695,1740,1995,2000,2170,2100,2200,2150,1995,1895,2195,2250,1997.5,2000,1987.5,1787.5
"North Shore","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",403,,,,,,,,,,1965,1700,1725,1690,1690,1750,1825,1800,1700,1850,1850,1900,1995,1950,1800,1950,2000,2150,2100,2150,2000,1850,1800,1800,1750,1700,1700,1800,1900,2100,2200,2300,2300,2100,2250,2200,2200,2200,2250,2200,2200,2150,2250,2300,2500,2300,2100,2100,2100,2100,2150,2200,2300,2500,2500,2500,2400,2400,2300,2300,2400,2400,2300,2300,2292.5,2250,2200,2200,2100,2100,2000,2200,2200,1995,1950,1950,2000,1995,1900,2000,2100,2200,2000,2050,2000,2025,2000
"Greater Wythe","Hampton","VA","Virginia Beach","Hampton City",404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1100,987.5,1100,1000,995,995,995,995,990,950,980,965,990,965
"Princeton Meadows","Plainsboro Township","NJ","New York","Middlesex",405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1575,1600,1650,1600,1600,1600,1600,1600,1550,1550
"Provincetowne","Charlotte","NC","Charlotte","Mecklenburg",406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1600,1750,1750,1695,1655,1650,1650,1675,1700,1797.5,1700,1700,1695,1650
"Corona del Mar","Newport Beach","CA","Los Angeles-Long Beach-Anaheim","Orange",407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,4700,4997.5,5400,5250,5500,5200,4950,4950,5400,5300,5500,5000,5500,5792.5,5900,5175,4999.5,5000,5000,5125,5250,5250,5300,5000,4800,5000,5500,5000,4750,5275,4772.5,5200,4800,5500,5395,5500,5200,5300,5500,5575,6000,5995,5900,5847.5,6000,6000
"MacDonald Ranch","Henderson","NV","Las Vegas","Clark",408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1597.5,1672.5,1650,1522.5,1550,1600,1650,1537.5,1550,1497.5,1497.5,1600
"Willow Meadows - Willowbend Area","Houston","TX","Houston","Harris",409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1800,1725,1700,1875,1800,1800,1800,1750,1807.5,1762.5,1800,1750
"Hartranft","Philadelphia","PA","Philadelphia","Philadelphia",410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325,1500,1600,1500,1500,1450,1425,1350,1200,1400,1600,1600,1600
"Yorkshire","Charlotte","NC","Charlotte","Mecklenburg",411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395,1450,1472.5,1475,1495,1545,1525,1525,1520,1495,1495,1495,1495
